copado__User_Story__r.Name,copado__User_Story__r.copado__User_Story_Title__c,copado__Metadata_API_Name__c,copado__Type__c,copado__Category__c,copado__Action__c,copado__Status__c,copado__ModuleDirectory__c,copado__Last_Commit_Date__c,copado__JsonInformation__c,copado__Unique_ID__c,CreatedDate,CreatedBy.Name,LastModifiedDate,LastModifiedBy.Name,developer,jira_key
US-0033397,Development / SIT Deployment / QA Deployment : SObject row was retrieved via SOQL without querying the requested field: Account.BillingPostalCode - SAL-83717,ApexClass.Tmf622JsonAbstractTest,ApexClass,,,Back Promoted,,2025-09-22T16:11:01.000+0000,,aC2Pl000000EVaDKAW_ApexClass.Tmf622JsonAbstractTest,2025-09-22T16:11:01.000+0000,Shubham Mehta,2025-10-03T20:13:02.000+0000,eviliardo espinosa,Shubham Mehta,SAL-83717
US-0033397,Development / SIT Deployment / QA Deployment : SObject row was retrieved via SOQL without querying the requested field: Account.BillingPostalCode - SAL-83717,ApexClass.Tmf622JsonAbstract,ApexClass,,,Back Promoted,,2025-09-22T16:11:01.000+0000,,aC2Pl000000EVaDKAW_ApexClass.Tmf622JsonAbstract,2025-09-22T16:11:01.000+0000,Shubham Mehta,2025-10-03T20:13:02.000+0000,eviliardo espinosa,Shubham Mehta,SAL-83717
US-0033397,Development / SIT Deployment / QA Deployment : SObject row was retrieved via SOQL without querying the requested field: Account.BillingPostalCode - SAL-83717,ApexClass.AriaOrderProductTmfJsonHelper,ApexClass,,,Back Promoted,,2025-09-22T16:11:01.000+0000,,aC2Pl000000EVaDKAW_ApexClass.AriaOrderProductTmfJsonHelper,2025-09-22T16:11:01.000+0000,Shubham Mehta,2025-10-03T20:13:02.000+0000,eviliardo espinosa,Shubham Mehta,SAL-83717
US-0033407,Development / SIT Deployment / QA Deployment : order submit helper Fix - SAL-83749,ApexClass.OrderSubmitHelperTest,ApexClass,,,Back Promoted,,2025-09-23T09:32:46.000+0000,,aC2Pl000000EXqXKAW_ApexClass.OrderSubmitHelperTest,2025-09-23T09:32:46.000+0000,Shubham Mehta,2025-10-03T20:18:46.000+0000,eviliardo espinosa,Shubham Mehta,SAL-83749
US-0033407,Development / SIT Deployment / QA Deployment : order submit helper Fix - SAL-83749,ApexClass.OrderSubmitHelper,ApexClass,,,Back Promoted,,2025-09-23T09:32:46.000+0000,,aC2Pl000000EXqXKAW_ApexClass.OrderSubmitHelper,2025-09-23T09:32:46.000+0000,Shubham Mehta,2025-10-03T20:18:46.000+0000,eviliardo espinosa,Shubham Mehta,SAL-83749
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,PermissionSet.PR_Sales_B2C_LimitedAccess,PermissionSet,,,Auto-resolved,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_PermissionSet.PR_Sales_B2C_LimitedAccess,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-10-16T00:19:50.000+0000,Nagaswarup Thumu,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,CustomLabel.Asset_Line_Number_Validation,CustomLabel,,,,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_CustomLabel.Asset_Line_Number_Validation,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-09-26T10:30:10.000+0000,Shivani Soni,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,CustomLabel.Asset_Disconnect_Reason_Validation,CustomLabel,,,,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_CustomLabel.Asset_Disconnect_Reason_Validation,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-09-26T10:30:10.000+0000,Shivani Soni,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,CustomLabel.Asset_Disconnect_Datetime_Validation,CustomLabel,,,,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_CustomLabel.Asset_Disconnect_Datetime_Validation,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-09-26T10:30:10.000+0000,Shivani Soni,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,CustomLabel.Asset_Billing_Account_Id_Validation,CustomLabel,,,,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_CustomLabel.Asset_Billing_Account_Id_Validation,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-09-26T10:30:10.000+0000,Shivani Soni,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,ApexClass.PR_AssetPreValidation_tst,ApexClass,,,Potential Conflict,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_ApexClass.PR_AssetPreValidation_tst,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-10-01T08:09:16.000+0000,Shivani Soni,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,ApexClass.PR_AssetPreValidation,ApexClass,,,Potential Conflict,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_ApexClass.PR_AssetPreValidation,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-10-01T08:09:16.000+0000,Shivani Soni,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,IntegrationProcedure.PR_addToCartWithDevicesIP,IntegrationProcedure,,,Auto-resolved,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_IntegrationProcedure.PR_addToCartWithDevicesIP,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-10-13T15:08:35.000+0000,Juan Pablo Hernández,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,OmniScript.PR_MobilePrepaidChangePlan_English,OmniScript,,,Auto-resolved,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_OmniScript.PR_MobilePrepaidChangePlan_English,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-10-15T10:57:43.000+0000,Nagaswarup Thumu,Shivani Soni,SAL-83930
US-0033466,Development / SIT Deployment / QA Deployment - SAL-83930,IntegrationProcedure.PR_AddProductSelectToPostpaidchangeCartIP,IntegrationProcedure,,,Potential Conflict,,2025-09-26T10:30:10.000+0000,,aC2Pl000000EjIDKA0_IntegrationProcedure.PR_AddProductSelectToPostpaidchangeCartIP,2025-09-26T10:30:10.000+0000,Shivani Soni,2025-10-01T08:09:16.000+0000,Shivani Soni,Shivani Soni,SAL-83930
US-0033472,Development / SIT Deployment / QA Deployment - SAL-83941,DataRaptor.PR_DRTMF622AsurionPayload,DataRaptor,,,Auto-resolved,,2025-09-26T10:40:32.000+0000,,aC2Pl000000EkhJKAS_DataRaptor.PR_DRTMF622AsurionPayload,2025-09-26T10:40:31.000+0000,Haripriya S,2025-10-14T15:26:04.000+0000,eviliardo espinosa,Haripriya S,SAL-83941
US-0033495,Development / Deployment Task - SAL-83973,IntegrationProcedure.PR_InteliquentPortOutIP,IntegrationProcedure,,,Auto-resolved,,2025-09-26T16:33:33.000+0000,,aC2Pl000000ElS5KAK_IntegrationProcedure.PR_InteliquentPortOutIP,2025-09-26T16:33:33.000+0000,felipe santos,2025-10-14T23:40:14.000+0000,eviliardo espinosa,felipe santos,SAL-83973
US-0033495,Development / Deployment Task - SAL-83973,DataRaptor.PR_DRIntelliquentCreateStaggingLogFW,DataRaptor,,,,,2025-09-26T16:33:33.000+0000,,aC2Pl000000ElS5KAK_DataRaptor.PR_DRIntelliquentCreateStaggingLogFW,2025-09-26T16:33:33.000+0000,felipe santos,2025-09-26T16:33:33.000+0000,felipe santos,felipe santos,SAL-83973
US-0033495,Development / Deployment Task - SAL-83973,DataRaptor.PR_DRFetchAssetDetailsFromMSISDN,DataRaptor,,,Auto-resolved,,2025-09-26T16:33:33.000+0000,,aC2Pl000000ElS5KAK_DataRaptor.PR_DRFetchAssetDetailsFromMSISDN,2025-09-26T16:33:33.000+0000,felipe santos,2025-09-30T23:04:34.000+0000,eviliardo espinosa,felipe santos,SAL-83973
US-0033495,Development / Deployment Task - SAL-83973,DataRaptor.PR_CheckDuplicateOrder,DataRaptor,,,,,2025-09-26T16:33:33.000+0000,,aC2Pl000000ElS5KAK_DataRaptor.PR_CheckDuplicateOrder,2025-09-26T16:33:33.000+0000,felipe santos,2025-09-26T16:33:33.000+0000,felipe santos,felipe santos,SAL-83973
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CalculationMatrix.MobileOfferCFSMatrixLookup,CalculationMatrix,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CalculationMatrix.MobileOfferCFSMatrixLookup,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Day_Pass_Rng,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Day_Pass_Rng,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_DR_Bolt,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_DR_Bolt,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Calling_15,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Calling_15,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Roadside_5_99,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Roadside_5_99,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Home_4_50,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Home_4_50,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Home_4_5,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Home_4_5,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Bundle_7_99,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_More_Assis_Bundle_7_99,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Day_Pass_Rng,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Day_Pass_Rng,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_DR_Bolt,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_DR_Bolt,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Calling_15,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Calling_15,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Roadside_5_99,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Roadside_5_99,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Home_4_50,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Home_4_50,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Home_4_5,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Home_4_5,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Bundle_7_99,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Max_Assis_Bundle_7_99,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Day_Pass_Rng,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Day_Pass_Rng,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_DR_Bolt,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_DR_Bolt,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Calling_15,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Calling_15,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Roadside_5_99,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Roadside_5_99,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Home_4_50,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Home_4_50,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Home_4_5,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Home_4_5,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Bundle_7_99,CustomMetadata,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_CustomMetadata.PRB2C_Add_On_Matrix.Liberty_Loop_Core_Assis_Bundle_7_99,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,OmniScript.PR_selectOffer_English,OmniScript,,,Auto-resolved,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_OmniScript.PR_selectOffer_English,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-10-16T00:19:51.000+0000,Nagaswarup Thumu,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,IntegrationProcedure.PR_getOffersIPDigital,IntegrationProcedure,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_IntegrationProcedure.PR_getOffersIPDigital,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,IntegrationProcedure.PR_getOffersIP,IntegrationProcedure,,,Auto-resolved,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_IntegrationProcedure.PR_getOffersIP,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-10-15T03:17:12.000+0000,Nagaswarup Thumu,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,OmniScript.PR_NoAssetsAddline_English,OmniScript,,,Auto-resolved,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_OmniScript.PR_NoAssetsAddline_English,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-10-16T00:19:51.000+0000,Nagaswarup Thumu,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,OmniScript.PR_MobilePrepaidChangePlan_English,OmniScript,,,Auto-resolved,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_OmniScript.PR_MobilePrepaidChangePlan_English,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-10-16T00:19:51.000+0000,Nagaswarup Thumu,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,OmniScript.PR_MobilePostpaidExistingAdd_English,OmniScript,,,Auto-resolved,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_OmniScript.PR_MobilePostpaidExistingAdd_English,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-10-16T00:19:51.000+0000,Nagaswarup Thumu,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,IntegrationProcedure.PR_MobileGetOffersDetailsExistingCustAddIP,IntegrationProcedure,,,Auto-resolved,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_IntegrationProcedure.PR_MobileGetOffersDetailsExistingCustAddIP,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-10-15T03:17:12.000+0000,Nagaswarup Thumu,ankush guleria,SAL-84025
US-0033526,PIR-1950 Development and Deployment - SAL-84025,DataRaptor.PRGetFMCCohortPortIn,DataRaptor,,,,,2025-09-29T09:56:07.000+0000,,aC2Pl000000Eq1xKAC_DataRaptor.PRGetFMCCohortPortIn,2025-09-29T09:56:07.000+0000,Shivani Soni,2025-09-29T09:56:07.000+0000,Shivani Soni,ankush guleria,SAL-84025
